"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[sampling site]"	"Sample Characteristic Ontology Term[sampling site]"	"Sample Characteristic[disease]"	"Sample Characteristic Ontology Term[disease]"	"Sample Characteristic[histology]"	"Sample Characteristic Ontology Term[histology]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[histology]"	"Factor Value Ontology Term[histology]"	"Factor Value[sampling site]"	"Factor Value Ontology Term[sampling site]"
"SRR2973442"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_09"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973443"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_12"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973444"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_15"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973445"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_16"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973446"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_18"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973447"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_20"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973448"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_23"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973449"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_24"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973450"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_27"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973451"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_30"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973452"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_31"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973453"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_35"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973454"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_36"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973455"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_38"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973456"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_39"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973457"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_42"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973458"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_43"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973459"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_44"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973460"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_50"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973461"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_52"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973462"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_56"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973463"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_57"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973464"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_59"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973465"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_60"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973466"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_61"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973467"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_63"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973468"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_65"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973469"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_66"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973470"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_67"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973471"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_68"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973472"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_69"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973473"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_72"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973474"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_73"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973475"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_75"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973476"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_78"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973477"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_79"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973478"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_80"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973479"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_83"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973480"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_87"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973481"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_89"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973482"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_93"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973483"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_95"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973484"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_96"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973485"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07LN"		"lymph node"	"http://purl.obolibrary.org/obo/UBERON_0000029"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07LN_02"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"
"SRR2973486"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07LN"		"lymph node"	"http://purl.obolibrary.org/obo/UBERON_0000029"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07LN_03"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"
"SRR2973487"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07LN"		"lymph node"	"http://purl.obolibrary.org/obo/UBERON_0000029"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07LN_04"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"
